ตาราง 19.5  สรุปงบประมาณรายจ่ายของประเทศ จำแนกตามกระทรวง กรม และส่วนราชการอิสระ ปีงบประมาณ 2565 - 2567     ,,,,,,
"Table 19.5  Summary of Budget Expenditure by Ministry, Department and Independent Public Agency: Fiscal Years 2022 - 2024",,,,,,
,,,,,,
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเทคโนโลยีราชมงคล สุวรรณภูมิ,803.7,776.3,791.2,"Ministry of Higher Education, Science, Research and Innovation",Rajamangala University of Technology Suvarnabhumi
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเทคโนโลยีราชมงคล อีสาน,1339.3,1336.7,1376.4,"Ministry of Higher Education, Science, Research and Innovation",Rajamangala University of Technology Isan
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,จุฬาลงกรณ์มหาวิทยาลัย ,5249.0,5248.7,5484.5,"Ministry of Higher Education, Science, Research and Innovation",Chulalongkorn University 
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเกษตรศาสตร์,5032.1,5078.8,5428.8,"Ministry of Higher Education, Science, Research and Innovation",Kasetsart University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยขอนแก่น ,5000.9,5001.9,5221.6,"Ministry of Higher Education, Science, Research and Innovation",Khon Kaen University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเชียงใหม่ ,5788.1,5776.4,5792.2,"Ministry of Higher Education, Science, Research and Innovation",Chiang Mai University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยทักษิณ ,1183.6,1183.5,1179.3,"Ministry of Higher Education, Science, Research and Innovation",Thaksin University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,1496.7,1496.2,1528.9,"Ministry of Higher Education, Science, Research and Innovation",King Mongkut's University of Technology Thonburi
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,1972.1,1970.8,2047.4,"Ministry of Higher Education, Science, Research and Innovation",King Mongkut's University of Technology North Bangkok
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยเทคโนโลยีสุรนารี ,1955.5,1954.2,1954.9,"Ministry of Higher Education, Science, Research and Innovation",Suranaree University of Technology
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยธรรมศาสตร์ ,4672.5,4782.4,5014.2,"Ministry of Higher Education, Science, Research and Innovation",Thammasat University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยบูรพา ,1752.7,1735.6,1721.2,"Ministry of Higher Education, Science, Research and Innovation",Burapha University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยพะเยา ,1192.8,1177.3,1166.9,"Ministry of Higher Education, Science, Research and Innovation",University of Phayao 
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,1591.2,1609.1,1602.0,"Ministry of Higher Education, Science, Research and Innovation",Mahachulalongkornrajavidyalaya University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยมหามกุฎราชวิทยาลัย ,691.7,699.3,690.3,"Ministry of Higher Education, Science, Research and Innovation",Mahamakut Buddhist University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยมหิดล ,13169.9,13857.4,13614.4,"Ministry of Higher Education, Science, Research and Innovation",Mahidol University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยแม่โจ้ ,1406.5,1406.0,1394.2,"Ministry of Higher Education, Science, Research and Innovation",Maejo University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยแม่ฟ้าหลวง ,1890.4,1890.4,1863.5,"Ministry of Higher Education, Science, Research and Innovation",Mae Fah Luang University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยวลัยลักษณ์ ,1787.4,1787.4,1772.0,"Ministry of Higher Education, Science, Research and Innovation",Walailak University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยศรีนครินทรวิโรฒ ,3812.1,4007.7,4144.3,"Ministry of Higher Education, Science, Research and Innovation",Srinakharinwirot University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยศิลปากร ,1581.4,1581.6,1577.6,"Ministry of Higher Education, Science, Research and Innovation",Silpakorn University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยสงขลานครินทร์ ,5186.0,5185.0,5241.3,"Ministry of Higher Education, Science, Research and Innovation",Prince of Songkla University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,มหาวิทยาลัยสวนดุสิต ,1043.7,1040.9,1034.6,"Ministry of Higher Education, Science, Research and Innovation",Suan Dusit University
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันการพยาบาลศรีสวรินทิราสภากาชาดไทย ,336.5,253.6,247.7,"Ministry of Higher Education, Science, Research and Innovation",Srisavarindhira Thai Red Cross Institute of Nursing
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันดนตรีกัลยาณิวัฒนา ,126.7,134.5,158.5,"Ministry of Higher Education, Science, Research and Innovation",Princess Galyani Vadhana Institute of Music
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันเทคโนโลยีจิตรลดา ,230.9,230.4,246.0,"Ministry of Higher Education, Science, Research and Innovation",Chitralada Technology Institute
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2060.5,2060.5,2157.3,"Ministry of Higher Education, Science, Research and Innovation",King Mongkut's Institute of Technology Ladkrabang
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันบัณฑิตพัฒนบริหารศาสตร์ ,543.6,543.5,537.9,"Ministry of Higher Education, Science, Research and Innovation",National Institute of Development Administration
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันมาตรวิทยาแห่งชาติ ,400.6,399.9,361.6,"Ministry of Higher Education, Science, Research and Innovation",National Institute of Metrology (Thailand)
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สำนักงานคณะกรรมการส่งเสริมวิทยาศาสตร์ วิจัยและนวัตกรรม,200.6,200.2,200.2,"Ministry of Higher Education, Science, Research and Innovation",Thailand Science Research and Innovation
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,4925.2,4907.4,4933.8,"Ministry of Higher Education, Science, Research and Innovation",National Science and Technology Development Agency
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สำนักงานสภานโยบายการอุดมศึกษาวิทยาศาสตร์ วิจัยและนวัตกรรมแห่งชาติ,154.5,168.9,180.7,"Ministry of Higher Education, Science, Research and Innovation","Office of The National Higher Education, Science, Research and Innovation Policy Council"
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,ศูนย์ความเป็นเลิศด้านชีววิทยาศาสตร์ (องค์การมหาชน),115.9,115.2,197.0,"Ministry of Higher Education, Science, Research and Innovation",Thailand Center of Excellence for Life Sciences (Public Organization) 
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันเทคโนโลยีนิวเคลียร์แห่งชาติ (องค์การมหาชน),344.3,526.8,421.5,"Ministry of Higher Education, Science, Research and Innovation",Thailand Institute of Nuclear Technology (Public Organization)
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันวิจัยดาราศาสตร์แห่งชาติ (องค์การมหาชน),471.8,474.3,401.2,"Ministry of Higher Education, Science, Research and Innovation",National Astronomical Research Institute of Thailand (Public Organization)
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันวิจัยแสงซินโครตรอน (องค์การมหาชน),329.9,329.7,355.8,"Ministry of Higher Education, Science, Research and Innovation",Synchrotron Light Research Institute (Public Organization)
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สถาบันสารสนเทศทรัพยากรน้ำ (องค์การมหาชน),239.8,280.2,348.3,"Ministry of Higher Education, Science, Research and Innovation",Hydro-Informatics Institute (Public Organization)
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สำนักงานนวัตกรรมแห่งชาติ (องค์การมหาชน) ,337.2,335.3,322.3,"Ministry of Higher Education, Science, Research and Innovation",National Innovation Agency (Public Organization)
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม ,สำนักงานพัฒนาเทคโนโลยีอวกาศและภูมิสารสนเทศ (องค์การมหาชน),1110.0,1095.1,950.3,"Ministry of Higher Education, Science, Research and Innovation",Geo-Informatics and Space Technology Development Agency (Public Organization)
กระทรวงเกษตรและสหกรณ์ ,รวม,109852.6,128133.5,118596.1,Ministry of Agriculture and  Cooperatives,Total
กระทรวงเกษตรและสหกรณ์ ,สำนักงานปลัดกระทรวง ,1085.7,1085.2,1234.0,Ministry of Agriculture and  Cooperatives,Office of the Permanent Secretary
กระทรวงเกษตรและสหกรณ์ ,กรมการข้าว,2037.9,19610.0,4447.6,Ministry of Agriculture and  Cooperatives,Rice Department
กระทรวงเกษตรและสหกรณ์ ,กรมชลประทาน ,77143.4,77494.4,81138.4,Ministry of Agriculture and  Cooperatives,Royal Irrigation Department
กระทรวงเกษตรและสหกรณ์ ,กรมตรวจบัญชีสหกรณ์ ,1217.7,1222.6,1252.2,Ministry of Agriculture and  Cooperatives,Cooperative Auditing Department 
กระทรวงเกษตรและสหกรณ์ ,กรมประมง ,3451.4,3487.9,3636.2,Ministry of Agriculture and  Cooperatives,Department of Fisheries
กระทรวงเกษตรและสหกรณ์ ,กรมปศุสัตว์ ,5179.3,5218.0,5305.0,Ministry of Agriculture and  Cooperatives,Department of Livestock Development
กระทรวงเกษตรและสหกรณ์ ,กรมฝนหลวงและการบินเกษตร ,1910.8,2071.5,2265.0,Ministry of Agriculture and  Cooperatives,Department of Royal Rainmaking and Agricultural Aviation
กระทรวงเกษตรและสหกรณ์ ,กรมพัฒนาที่ดิน ,3948.5,3940.8,4546.5,Ministry of Agriculture and  Cooperatives,Land Development Department
กระทรวงเกษตรและสหกรณ์ ,กรมวิชาการเกษตร ,3072.1,3060.1,3523.5,Ministry of Agriculture and  Cooperatives,Department of Agriculture
กระทรวงเกษตรและสหกรณ์ ,กรมส่งเสริมการเกษตร ,4979.3,4965.9,5061.4,Ministry of Agriculture and  Cooperatives,Department of Agricultural Extension
กระทรวงเกษตรและสหกรณ์ ,กรมส่งเสริมสหกรณ์ ,2591.9,2584.9,2559.0,Ministry of Agriculture and  Cooperatives,Cooperative Promotion Department
กระทรวงเกษตรและสหกรณ์ ,กรมหม่อนไหม ,505.8,525.8,572.1,Ministry of Agriculture and  Cooperatives,The Queen Sirikit Department of Sericulture
กระทรวงเกษตรและสหกรณ์ ,สำนักงานการปฏิรูปที่ดินเพื่อเกษตรกรรม,1335.2,1393.7,1453.8,Ministry of Agriculture and  Cooperatives,Agricultural Land Reform Office
กระทรวงเกษตรและสหกรณ์ ,สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ,223.5,226.0,294.8,Ministry of Agriculture and  Cooperatives,National Bureau of Agricultural Commodity and Food Standards
กระทรวงเกษตรและสหกรณ์ ,สำนักงานเศรษฐกิจการเกษตร ,601.9,598.6,635.0,Ministry of Agriculture and  Cooperatives,Office of Agricultural Economics
กระทรวงเกษตรและสหกรณ์ ,สถาบันวิจัยและพัฒนาพื้นที่สูง (องค์การมหาชน),429.3,454.7,504.9,Ministry of Agriculture and  Cooperatives,Highland Research and Development Institute (Public Organization)
กระทรวงเกษตรและสหกรณ์ ,สำนักงานพิพิธภัณฑ์เกษตรเฉลิมพระเกียรติ พระบาทสมเด็จพระเจ้าอยู่หัว (องค์การมหาชน),138.9,193.4,166.7,Ministry of Agriculture and  Cooperatives,The Golden Jubilee Museum Agriculture Office (Public Organization)
กระทรวงคมนาคม ,รวม,173164.3,180312.9,183635.0,Ministry of Transport ,Total
กระทรวงคมนาคม ,สำนักงานปลัดกระทรวง ,518.3,514.5,635.0,Ministry of Transport ,Office of the Permanent Secretary
กระทรวงคมนาคม ,กรมการขนส่งทางบก ,3437.1,3545.8,3509.4,Ministry of Transport ,Department of Land Transport
กระทรวงคมนาคม ,กรมการขนส่งทางราง ,115.5,116.4,115.4,Ministry of Transport ,Department of Rail Transport
กระทรวงคมนาคม ,กรมเจ้าท่า ,4577.9,4707.4,4364.6,Ministry of Transport ,Marine Department
กระทรวงคมนาคม ,กรมทางหลวง ,113348.0,118816.6,121827.3,Ministry of Transport ,Department of Highways
กระทรวงคมนาคม ,กรมทางหลวงชนบท ,45851.8,47108.9,47926.4,Ministry of Transport ,Department of Rural Roads
กระทรวงคมนาคม ,กรมท่าอากาศยาน ,5053.3,5221.2,4624.2,Ministry of Transport ,Department of Airports
กระทรวงคมนาคม ,สำนักงานนโยบายและแผนการขนส่งและจราจร,262.4,282.1,250.9,Ministry of Transport ,Office of Transport and Traffic Policy and Planning
กระทรวงคมนาคม ,สถาบันวิจัยและพัฒนาเทคโนโลยีระบบราง (องค์การมหาชน),-,-,381.8,Ministry of Transport ,Rail Technology Research and Development Agency (Public Organization)
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,รวม,6825.2,6786.2,8827.8,Ministry of Digital Economy and Society ,Total
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สำนักงานปลัดกระทรวง ,1372.1,581.4,959.8,Ministry of Digital Economy and Society ,Office of the Permanent Secretary
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,กรมอุตุนิยมวิทยา ,1761.3,2103.2,1845.8,Ministry of Digital Economy and Society ,Thai Meteorological Department
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,1244.6,1342.9,1870.3,Ministry of Digital Economy and Society ,Office of the National Digital Economy and Society Commission
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สำนักงานสถิติแห่งชาติ ,1137.9,1224.2,1067.8,Ministry of Digital Economy and Society ,National Statistical Office
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,-,-,393.4,Ministry of Digital Economy and Society ,The Office of the Personal Data Protection Committee
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์,618.6,566.8,598.5,Ministry of Digital Economy and Society ,Electronic Transaction Development Agency
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สำนักงานส่งเสริมเศรษฐกิจดิจิทัล ,690.7,967.7,1808.6,Ministry of Digital Economy and Society ,Digital Economy Promotion Agency
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,สถาบันข้อมูลขนาดใหญ่ (องค์การมหาชน),-,-,283.6,Ministry of Digital Economy and Society ,Big Data Institute (Public Organization)
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,รวม,28111.3,30453.9,33231.0,Ministry of Natural Resources and Environment,Total
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,สำนักงานปลัดกระทรวง ,1465.6,2253.1,1682.4,Ministry of Natural Resources and Environment,Office of the Permanent Secretary
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม,453.5,462.2,540.4,Ministry of Natural Resources and Environment,Department of Climate Change and Environment 
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมควบคุมมลพิษ ,485.9,484.9,774.7,Ministry of Natural Resources and Environment,Pollution Control Department
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมทรัพยากรทางทะเลและชายฝั่ง ,1336.1,1348.3,1776.3,Ministry of Natural Resources and Environment,Department of Marine and Coastal Resources
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมทรัพยากรธรณี ,544.1,542.1,528.3,Ministry of Natural Resources and Environment,Department of Mineral Resources
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมทรัพยากรน้ำ ,4852.0,5291.5,7268.6,Ministry of Natural Resources and Environment,Department of Water Resources
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมทรัพยากรน้ำบาดาล ,2873.4,2908.3,3323.4,Ministry of Natural Resources and Environment,Department of Groundwater Resources
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมป่าไม้ ,4876.2,4865.2,4958.1,Ministry of Natural Resources and Environment,Rayal Forest Department
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,กรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช,9965.0,11045.0,10953.5,Ministry of Natural Resources and Environment,"Department of National Parks, Wildlife and Plant Conservation "
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,สำนักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม,1019.4,1013.7,1156.3,Ministry of Natural Resources and Environment,Office of Natural Resources and Environmental Policy and Planning
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,สำนักงานพัฒนาเศรษฐกิจจากฐานชีวภาพ (องค์การมหาชน),121.2,120.7,119.0,Ministry of Natural Resources and Environment,Biodiversity-Based Economy Development Office (Public Organization)
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ,องค์การบริหารจัดการก๊าซเรือนกระจก (องค์การมหาชน),118.9,118.9,150.0,Ministry of Natural Resources and Environment,Thailand Greenhouse Gas Management Organization (Public Organization)
กระทรวงพลังงาน,รวม,2707.4,2700.0,2834.6,Ministry of Energy,Total
กระทรวงพลังงาน,สำนักงานปลัดกระทรวง ,486.0,499.9,602.8,Ministry of Energy,Office of the Permanent Secretary
กระทรวงพลังงาน,กรมเชื้อเพลิงธรรมชาติ ,359.6,261.3,284.3,Ministry of Energy,Department of Mineral Fuels
กระทรวงพลังงาน,กรมธุรกิจพลังงาน,226.2,237.0,254.9,Ministry of Energy,Department of Energy Business
กระทรวงพลังงาน,กรมพัฒนาพลังงานทดแทน และอนุรักษ์พลังงาน,1537.8,1562.7,1524.6,Ministry of Energy,Department of Alternative Energy Development and Efficiency
กระทรวงพลังงาน,สำนักงานนโยบายและแผนพลังงาน ,97.8,139.1,168.0,Ministry of Energy,Energy Policy and Planning Office
กระทรวงพาณิชย์ ,รวม,6345.1,6443.3,6822.0,Ministry of Commerce,Total
กระทรวงพาณิชย์ ,สำนักงานปลัดกระทรวง ,1573.8,1586.6,1681.8,Ministry of Commerce,Office of the Permanent Secretary
กระทรวงพาณิชย์ ,กรมการค้าต่างประเทศ ,359.4,381.0,371.5,Ministry of Commerce,Department of Foreign Trade
กระทรวงพาณิชย์ ,กรมการค้าภายใน ,878.2,897.8,914.5,Ministry of Commerce,Department of Internal Trade
กระทรวงพาณิชย์ ,กรมเจรจาการค้าระหว่างประเทศ ,304.6,310.8,324.9,Ministry of Commerce,Department of Trade Negotiations                                                  
กระทรวงพาณิชย์ ,กรมทรัพย์สินทางปัญญา ,449.0,461.4,476.8,Ministry of Commerce,Department of Intellectual Property
กระทรวงพาณิชย์ ,กรมพัฒนาธุรกิจการค้า ,497.3,470.1,444.7,Ministry of Commerce,Department of Business Development
กระทรวงพาณิชย์ ,กรมส่งเสริมการค้าระหว่างประเทศ ,1842.7,1867.7,2091.9,Ministry of Commerce,Department of International Trade Promotion
กระทรวงพาณิชย์ ,สำนักงานนโยบายและยุทธศาสตร์การค้า,138.2,141.1,132.6,Ministry of Commerce,Trade Policy and Strategy Office
กระทรวงพาณิชย์ ,สถาบันระหว่างประเทศเพื่อการค้าและการพัฒนา (องค์การมหาชน) ,35.5,56.3,104.8,Ministry of Commerce,International Institute for Trade and Development (Public Organization)
กระทรวงพาณิชย์ ,สถาบันวิจัยและพัฒนาอัญมณีและเครื่องประดับแห่งชาติ (องค์การมหาชน),109.5,118.1,136.4,Ministry of Commerce,The Gem and Jewelry Institute of Thailand (Public Organization)
กระทรวงพาณิชย์ ,สถาบันส่งเสริมศิลปหัตถกรรมไทย (องค์การมหาชน),156.9,152.4,142.1,Ministry of Commerce,The Sustainable Arts and Crafts Institute of Thailand (Public Organization)
กระทรวงมหาดไทย ,รวม,315513.1,325245.9,353127.5,Ministry of Interior,Total
กระทรวงมหาดไทย ,สำนักงานปลัดกระทรวง ,6169.2,6180.4,6201.2,Ministry of Interior,Office of the Permanent Secretary
กระทรวงมหาดไทย ,กรมการปกครอง ,42230.8,43361.3,50483.3,Ministry of Interior,Department of Provincial Administration 
กระทรวงมหาดไทย ,กรมการพัฒนาชุมชน ,5003.7,4991.7,5373.9,Ministry of Interior,Community Development Department
กระทรวงมหาดไทย ,กรมที่ดิน ,6514.5,6597.8,7229.6,Ministry of Interior,Department of Lands
กระทรวงมหาดไทย ,กรมป้องกันและบรรเทาสาธารณภัย ,4653.6,4654.8,5880.6,Ministry of Interior,Department of Disaster Prevention and Mitigation
กระทรวงมหาดไทย ,กรมโยธาธิการและผังเมือง ,31382.4,34836.6,38373.7,Ministry of Interior,Department of Public Works and Town & Country Planning
กระทรวงมหาดไทย ,กรมส่งเสริมการปกครองท้องถิ่น ,219558.9,224623.3,239585.2,Ministry of Interior,Department of Local Administration 
กระทรวงยุติธรรม ,รวม,24003.8,24603.1,25987.6,Ministry of Justice,Total
กระทรวงยุติธรรม ,สำนักงานปลัดกระทรวง ,652.5,773.4,796.8,Ministry of Justice,Office of the Permanent Secretary
กระทรวงยุติธรรม ,กรมคุมประพฤติ ,1907.3,2117.3,2134.3,Ministry of Justice,Department of Probation
กระทรวงยุติธรรม ,กรมคุ้มครองสิทธิและเสรีภาพ ,673.2,694.7,802.7,Ministry of Justice,Rights and Liberties Protection Department
กระทรวงยุติธรรม ,กรมบังคับคดี ,1007.3,1007.5,999.3,Ministry of Justice,Legal Execution Department
กระทรวงยุติธรรม ,กรมพินิจและคุ้มครองเด็กและเยาวชน,1969.7,1969.4,2010.9,Ministry of Justice,Department of Juvenile Observation and Protection
กระทรวงยุติธรรม ,กรมราชทัณฑ์ ,13495.4,14018.6,14972.3,Ministry of Justice,Department of Corrections
กระทรวงยุติธรรม ,กรมสอบสวนคดีพิเศษ ,1151.8,1205.8,1197.6,Ministry of Justice,Department of Special Investigation 
กระทรวงยุติธรรม ,สถาบันนิติวิทยาศาสตร์ ,575.9,577.6,630.4,Ministry of Justice,Central Institute of Forensic Science
กระทรวงยุติธรรม ,สำนักงานกิจการยุติธรรม ,105.1,104.6,188.2,Ministry of Justice,Office of Justice Affairs
กระทรวงยุติธรรม ,สำนักงานคณะกรรมการป้องกันและปราบปรามยาเสพติด,2086.5,1955.1,2071.9,Ministry of Justice,Office of the Narcotics Control Board
กระทรวงยุติธรรม ,สถาบันอนุญาโตตุลาการ ,26.1,28.2,27.4,Ministry of Justice,Thai Arbitration Institute
กระทรวงยุติธรรม ,สถาบันเพื่อการยุติธรรมแห่งประเทศไทย (องค์การมหาชน),353.0,150.9,155.8,Ministry of Justice,Thailand Institute of Justice (Public Organization)
กระทรวงแรงงาน ,รวม,49701.9,54325.9,61658.3,Ministry of Labour,Total
กระทรวงแรงงาน ,สำนักงานปลัดกระทรวง ,981.6,1015.4,1255.4,Ministry of Labour,Office of the Permanent Secretary
กระทรวงแรงงาน ,กรมการจัดหางาน ,1082.8,1122.5,1159.7,Ministry of Labour,Department of Employment
กระทรวงแรงงาน ,กรมพัฒนาฝีมือแรงงาน ,1584.8,1684.6,1729.9,Ministry of Labour,Department of Skill Development
กระทรวงแรงงาน ,กรมสวัสดิการและคุ้มครองแรงงาน,1009.6,1028.8,1051.6,Ministry of Labour,Department of Labour Protection and Welfare
กระทรวงแรงงาน ,สำนักงานประกันสังคม ,45000.1,49432.2,56401.6,Ministry of Labour,Social Security Office
กระทรวงแรงงาน ,สถาบันส่งเสริมความปลอดภัยอาชีวอนามัย และสภาพแวดล้อมในการทำงาน (องค์การมหาชน),43.0,42.4,60.1,Ministry of Labour,Thailand Institute of Occupational Safety and Health (Public Organization) 
กระทรวงวัฒนธรรม ,รวม,6993.5,6735.1,7016.7,Ministry of Culture,Total
กระทรวงวัฒนธรรม ,สำนักงานปลัดกระทรวง ,2111.2,2184.5,2361.4,Ministry of Culture,Office of the Permanent Secretary
กระทรวงวัฒนธรรม ,กรมการศาสนา ,329.6,334.7,334.9,Ministry of Culture,Department of Religious Affairs 
กระทรวงวัฒนธรรม ,กรมศิลปากร ,2532.7,2249.4,2358.7,Ministry of Culture,The Fine Arts Department
กระทรวงวัฒนธรรม ,กรมส่งเสริมวัฒนธรรม ,551.4,550.1,594.2,Ministry of Culture,Department of Cultural Promotion
กระทรวงวัฒนธรรม ,สถาบันบัณฑิตพัฒนศิลป์ ,1015.3,971.2,846.7,Ministry of Culture,Bunditpatanasilpa Institute
กระทรวงวัฒนธรรม ,สำนักงานศิลปวัฒนธรรมร่วมสมัย ,187.2,180.4,227.9,Ministry of Culture,Office of Contemporary Art and Culture
กระทรวงวัฒนธรรม ,ศูนย์คุณธรรม (องค์การมหาชน) ,88.2,87.2,97.6,Ministry of Culture,Moral Promotion Center (Public Organization)
กระทรวงวัฒนธรรม ,ศูนย์มานุษยวิทยาสิรินธร (องค์การมหาชน) ,95.4,95.3,104.6,Ministry of Culture,Princess Maha Chakri Sirindhorn Anthropology Centre (Public Organization)
กระทรวงวัฒนธรรม ,หอภาพยนตร์ (องค์การมหาชน) ,82.5,82.3,90.7,Ministry of Culture,Film Archive (Public Organization)
กระทรวงศึกษาธิการ ,รวม,330426.6,327374.7,328384.7,Ministry of Education,Total
กระทรวงศึกษาธิการ ,สำนักงานปลัดกระทรวง ,48349.5,48651.1,37558.0,Ministry of Education,Office of the Permanent Secretary
กระทรวงศึกษาธิการ ,กรมส่งเสริมการเรียนรู้ ,-,-,10903.3,Ministry of Education,Department of Learning Encouragement
กระทรวงศึกษาธิการ ,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,256405.3,252103.8,252505.0,Ministry of Education,Office of the Basic Education Commission
กระทรวงศึกษาธิการ ,สำนักงานคณะกรรมการการอาชีวศึกษา,23082.4,23724.2,24533.2,Ministry of Education,Office of the Vocational Education Commission
